Fecha,DolarToday,Dolar
41560,46.01,0.0004601
41561,47.05,0.0004705
41562,47.07,0.0004707
41563,47.02,0.0004702
41564,47.02,0.0004702
41565,47.95,0.0004795
41566,47.95,0.0004795
41567,47.88,0.0004788
41568,48.08,0.0004808
41569,47.92,0.0004792
41570,49.26,0.0004926
41571,53.51,0.0005351
41572,53.43,0.0005343
41573,53.43,0.0005343
41574,53.43,0.0005343
41575,54.44,0.0005444
41576,54.42,0.0005442
41577,56.49,0.0005649
41578,56.71,0.0005671
41579,59.42,0.0005942
41580,59.42,0.0005942
41581,59.42,0.0005942
41582,58.24,0.0005824
41583,58.71,0.0005871
41584,58.59,0.0005859
41585,59.52,0.0005952
41586,59.61,0.0005961
41587,60.88,0.0006088
41588,61.03,0.0006103
41589,60,0.0006
41590,62.16,0.0006216
41591,63.97,0.0006397
41592,64.06,0.0006406
41593,61,0.00061
41594,61,0.00061
41595,61,0.00061
41596,59.21,0.0005921
41597,54.97,0.0005497
41598,56.77,0.0005677
41599,60.18,0.0006018
41600,62.09,0.0006209
41601,62.09,0.0006209
41602,62.09,0.0006209
41603,60.12,0.0006012
41604,62.03,0.0006203
41605,62.03,0.0006203
41606,62.03,0.0006203
41607,62.19,0.0006219
41608,62.19,0.0006219
41609,62.25,0.0006225
41610,62.25,0.0006225
41611,64.61,0.0006461
41612,64.74,0.0006474
41613,64.42,0.0006442
41614,64.19,0.0006419
41615,64.19,0.0006419
41616,64.26,0.0006426
41617,64.23,0.0006423
41618,64.26,0.0006426
41619,64.26,0.0006426
41620,64.26,0.0006426
41621,64.13,0.0006413
41622,64.13,0.0006413
41623,64.1,0.000641
41624,64.26,0.0006426
41625,64.52,0.0006452
41626,64.55,0.0006455
41628,64.23,0.0006423
41629,64.23,0.0006423
41630,64.26,0.0006426
41631,63.94,0.0006394
41632,63.9,0.000639
41633,63.97,0.0006397
41634,63.84,0.0006384
41635,64,0.00064
41636,64,0.00064
41637,64.13,0.0006413
41638,64.13,0.0006413
41639,64.1,0.000641
41640,64.13,0.0006413
41641,64.52,0.0006452
41642,64.42,0.0006442
41643,64.42,0.0006442
41644,64.42,0.0006442
41645,64.39,0.0006439
41646,64.1,0.000641
41647,64.23,0.0006423
41648,66.4,0.000664
41649,66.1,0.000661
41650,66.1,0.000661
41651,66.1,0.000661
41652,68.45,0.0006845
41653,68.76,0.0006876
41654,74.11,0.0007411
41655,74.41,0.0007441
41656,74.93,0.0007493
41657,72.25,0.0007225
41658,72.25,0.0007225
41659,72.29,0.0007229
41660,73.07,0.0007307
41661,78.73,0.0007873
41662,76.48,0.0007648
41663,76.19,0.0007619
41664,76.19,0.0007619
41665,76.22,0.0007622
41666,76.59,0.0007659
41667,79.31,0.0007931
41668,79.54,0.0007954
41669,79.69,0.0007969
41670,79.88,0.0007988
41671,79.88,0.0007988
41672,80,0.0008
41673,81.27,0.0008127
41674,80.69,0.0008069
41675,81.19,0.0008119
41676,81.08,0.0008108
41677,81.15,0.0008115
41678,81.15,0.0008115
41679,81.15,0.0008115
41680,81.23,0.0008123
41681,84.04,0.0008404
41682,87.08,0.0008708
41683,87.12,0.0008712
41684,86.88,0.0008688
41685,86.88,0.0008688
41686,87,0.00087
41687,86.25,0.0008625
41688,87.12,0.0008712
41689,87.92,0.0008792
41690,87.75,0.0008775
41691,87.71,0.0008771
41692,87.71,0.0008771
41693,87.62,0.0008762
41694,87.67,0.0008767
41695,87.75,0.0008775
41696,88.21,0.0008821
41698,86,0.00086
41699,84.28,0.0008428
41700,84.32,0.0008432
41701,81.31,0.0008131
41702,81.15,0.0008115
41703,80.81,0.0008081
41704,80.46,0.0008046
41705,80.54,0.0008054
41706,80.54,0.0008054
41707,80.31,0.0008031
41708,80.88,0.0008088
41709,78.04,0.0007804
41710,78.11,0.0007811
41711,75.36,0.0007536
41712,75.18,0.0007518
41713,75.18,0.0007518
41714,72.69,0.0007269
41715,73.54,0.0007354
41716,69.73,0.0006973
41717,66.84,0.0006684
41718,64.19,0.0006419
41719,57.06,0.0005706
41720,57.86,0.0005786
41721,57.86,0.0005786
41722,58.63,0.0005863
41723,72.82,0.0007282
41724,77.88,0.0007788
41725,67.47,0.0006747
41726,65.29,0.0006529
41727,67.47,0.0006747
41728,67.5,0.000675
41729,70.03,0.0007003
41730,69.69,0.0006969
41731,66.36,0.0006636
41732,66.36,0.0006636
41733,67,0.00067
41734,67.63,0.0006763
41735,67.67,0.0006767
41736,67.1,0.000671
41737,66.87,0.0006687
41738,66.87,0.0006687
41739,66.47,0.0006647
41740,66.53,0.0006653
41741,66.53,0.0006653
41742,66.53,0.0006653
41743,66.8,0.000668
41744,67.1,0.000671
41745,64.71,0.0006471
41746,64.77,0.0006477
41747,64.74,0.0006474
41748,64.74,0.0006474
41749,64.74,0.0006474
41750,66.57,0.0006657
41751,66.97,0.0006697
41752,67.07,0.0006707
41753,67.2,0.000672
41754,67.43,0.0006743
41755,67.43,0.0006743
41756,67.43,0.0006743
41757,68.37,0.0006837
41758,69.41,0.0006941
41759,69.48,0.0006948
41760,69.24,0.0006924
41761,69.14,0.0006914
41762,69.14,0.0006914
41763,69.48,0.0006948
41764,68.93,0.0006893
41765,68.86,0.0006886
41766,68.66,0.0006866
41767,68.17,0.0006817
41768,73.3,0.000733
41769,73.3,0.000733
41770,73.3,0.000733
41771,73.74,0.0007374
41772,71.46,0.0007146
41773,74.07,0.0007407
41774,74.3,0.000743
41775,75.58,0.0007558
41776,75.58,0.0007558
41777,75.58,0.0007558
41778,72.69,0.0007269
41779,72.69,0.0007269
41780,71.14,0.0007114
41781,69.51,0.0006951
41782,70.93,0.0007093
41783,70.93,0.0007093
41784,70.96,0.0007096
41785,70.93,0.0007093
41786,71.18,0.0007118
41787,70.93,0.0007093
41788,70.79,0.0007079
41789,70.46,0.0007046
41790,70.46,0.0007046
41791,70.5,0.000705
41792,70.57,0.0007057
41793,70.5,0.000705
41794,70.54,0.0007054
41795,70.29,0.0007029
41796,70,0.0007
41797,70,0.0007
41798,70.04,0.0007004
41799,70,0.0007
41800,69.96,0.0006996
41801,71.24,0.0007124
41802,72.33,0.0007233
41803,72.41,0.0007241
41804,72.41,0.0007241
41805,72.44,0.0007244
41806,72.67,0.0007267
41807,71.93,0.0007193
41808,72.89,0.0007289
41809,72.56,0.0007256
41810,72.52,0.0007252
41811,72.52,0.0007252
41812,72.56,0.0007256
41813,72.48,0.0007248
41814,72.78,0.0007278
41815,72.67,0.0007267
41816,72.52,0.0007252
41817,72.41,0.0007241
41818,72.41,0.0007241
41819,72.44,0.0007244
41820,72.37,0.0007237
41821,68.18,0.0006818
41822,70.29,0.0007029
41823,70,0.0007
41824,69.96,0.0006996
41825,69.96,0.0006996
41826,69.6,0.000696
41827,71.37,0.0007137
41828,71.41,0.0007141
41829,72.98,0.0007298
41830,74.42,0.0007442
41831,77.41,0.0007741
41832,77.41,0.0007741
41833,77.49,0.0007749
41834,77.73,0.0007773
41835,79.56,0.0007956
41836,79.6,0.000796
41837,82.83,0.0008283
41838,80.41,0.0008041
41839,80.2,0.000802
41840,80.2,0.000802
41841,79.76,0.0007976
41842,74.65,0.0007465
41843,74.62,0.0007462
41844,76,0.00076
41845,76.08,0.0007608
41846,76.08,0.0007608
41847,76.08,0.0007608
41848,76.2,0.000762
41849,76.27,0.0007627
41850,77.1,0.000771
41851,77.33,0.0007733
41852,78.68,0.0007868
41853,78.68,0.0007868
41854,78.68,0.0007868
41855,78.88,0.0007888
41856,79.44,0.0007944
41857,79.28,0.0007928
41858,80.9,0.000809
41859,81.06,0.0008106
41860,81.06,0.0008106
41861,81.06,0.0008106
41862,80.61,0.0008061
41863,80.45,0.0008045
41864,82.38,0.0008238
41865,83.87,0.0008387
41866,82.46,0.0008246
41867,82.46,0.0008246
41868,82.46,0.0008246
41869,82.46,0.0008246
41870,82.83,0.0008283
41871,83.67,0.0008367
41872,83.96,0.0008396
41873,84.17,0.0008417
41874,84.17,0.0008417
41875,84.17,0.0008417
41876,86.34,0.0008634
41877,86.17,0.0008617
41878,87.96,0.0008796
41879,90.59,0.0009059
41880,89.82,0.0008982
41881,87.82,0.0008782
41882,87.82,0.0008782
41883,87.82,0.0008782
41884,88.4,0.000884
41885,88.09,0.0008809
41886,88.4,0.000884
41887,90.59,0.0009059
41888,91.77,0.0009177
41889,91.77,0.0009177
41890,92.09,0.0009209
41891,92.32,0.0009232
41892,92.91,0.0009291
41893,96.14,0.0009614
41894,97.95,0.0009795
41895,97.95,0.0009795
41896,97.95,0.0009795
41897,97.48,0.0009748
41898,94.74,0.0009474
41899,93.36,0.0009336
41900,95.9,0.000959
41901,95.52,0.0009552
41902,95.52,0.0009552
41903,95.52,0.0009552
41904,96.76,0.0009676
41905,97,0.00097
41906,97.48,0.0009748
41907,98.1,0.000981
41908,100.68,0.0010068
41909,100.68,0.0010068
41910,100.68,0.0010068
41911,100.93,0.0010093
41912,100.59,0.0010059
41913,100.78,0.0010078
41914,101.53,0.0010153
41915,101.77,0.0010177
41916,102.76,0.0010276
41917,102.76,0.0010276
41918,100.43,0.0010043
41919,100.33,0.0010033
41920,98.65,0.0009865
41921,98.74,0.0009874
41922,99.3,0.000993
41923,99.3,0.000993
41924,99.3,0.000993
41925,99.3,0.000993
41926,97.75,0.0009775
41927,97.2,0.000972
41928,97.09,0.0009709
41929,96.64,0.0009664
41930,98.43,0.0009843
41931,98.43,0.0009843
41932,98.93,0.0009893
41933,98.09,0.0009809
41934,100.52,0.0010052
41935,101.63,0.0010163
41936,102.26,0.0010226
41937,102.26,0.0010226
41938,102.26,0.0010226
41939,102.95,0.0010295
41940,102.27,0.0010227
41941,101.69,0.0010169
41942,102.03,0.0010203
41943,102.56,0.0010256
41944,102.56,0.0010256
41945,102.56,0.0010256
41946,102.56,0.0010256
41947,101.8,0.001018
41948,102.04,0.0010204
41949,103.28,0.0010328
41950,104.12,0.0010412
41951,104.12,0.0010412
41952,104.12,0.0010412
41953,106.2,0.001062
41954,107.27,0.0010727
41955,113.62,0.0011362
41956,116.43,0.0011643
41957,121.22,0.0012122
41958,121.22,0.0012122
41959,121.22,0.0012122
41960,121.22,0.0012122
41961,124.57,0.0012457
41962,124.46,0.0012446
41963,124.46,0.0012446
41964,123.6,0.001236
41965,123.6,0.001236
41966,123.6,0.001236
41967,128.18,0.0012818
41968,128.41,0.0012841
41969,137.48,0.0013748
41970,143.82,0.0014382
41971,153.66,0.0015366
41972,153.66,0.0015366
41973,153.66,0.0015366
41974,159.02,0.0015902
41975,158.04,0.0015804
41976,158.94,0.0015894
41977,165.38,0.0016538
41978,174.03,0.0017403
41979,174.03,0.0017403
41980,174.03,0.0017403
41981,174.03,0.0017403
41982,178.77,0.0017877
41983,181.23,0.0018123
41984,180.43,0.0018043
41985,179.08,0.0017908
41986,179.08,0.0017908
41987,179.08,0.0017908
41988,183.7,0.001837
41989,186.09,0.0018609
41990,182.23,0.0018223
41991,177.61,0.0017761
41992,175.99,0.0017599
41993,175.99,0.0017599
41994,175.99,0.0017599
41995,173.71,0.0017371
41996,173.17,0.0017317
41997,173.52,0.0017352
41998,173.52,0.0017352
41999,174.37,0.0017437
42000,174.37,0.0017437
42001,174.37,0.0017437
42002,172.21,0.0017221
42003,173.24,0.0017324
42004,173.24,0.0017324
42005,173.24,0.0017324
42006,176.2,0.001762
42007,176.2,0.001762
42008,176.2,0.001762
42009,175.9,0.001759
42010,175.1,0.001751
42011,178.74,0.0017874
42012,187.04,0.0018704
42013,187.19,0.0018719
42014,187.19,0.0018719
42015,187.19,0.0018719
42016,187.19,0.0018719
42017,179.3,0.001793
42018,179.02,0.0017902
42019,173.66,0.0017366
42020,175.03,0.0017503
42022,175.03,0.0017503
42023,175.03,0.0017503
42024,174.27,0.0017427
42025,177.07,0.0017707
42026,181.68,0.0018168
42027,184.19,0.0018419
42028,184.19,0.0018419
42029,184.19,0.0018419
42030,184.19,0.0018419
42031,185.19,0.0018519
42032,183.7,0.001837
42033,186.44,0.0018644
42035,189.85,0.0018985
42036,189.85,0.0018985
42037,187.19,0.0018719
42038,186.04,0.0018604
42039,188.05,0.0018805
42040,188.2,0.001882
42041,188.2,0.001882
42042,188.2,0.001882
42043,188.2,0.001882
42044,187.14,0.0018714
42045,186.49,0.0018649
42046,190.75,0.0019075
42047,189.55,0.0018955
42048,187.59,0.0018759
42049,187.59,0.0018759
42050,187.59,0.0018759
42051,187.59,0.0018759
42052,189.33,0.0018933
42053,190.37,0.0019037
42054,190.15,0.0019015
42055,189.56,0.0018956
42056,189.56,0.0018956
42057,189.56,0.0018956
42058,195.07,0.0019507
42059,198.86,0.0019886
42060,202.56,0.0020256
42061,213.77,0.0021377
42062,222.12,0.0022212
42063,222.12,0.0022212
42064,222.12,0.0022212
42065,230.26,0.0023026
42066,237.35,0.0023735
42067,264.12,0.0026412
42068,281.05,0.0028105
42069,269.3,0.002693
42070,240.45,0.0024045
42071,240.45,0.0024045
42072,243.04,0.0024304
42073,245.45,0.0024545
42074,276.5,0.002765
42075,274,0.00274
42076,249.46,0.0024946
42077,249.46,0.0024946
42078,249.46,0.0024946
42079,267.43,0.0026743
42080,267.71,0.0026771
42081,260.19,0.0026019
42082,256.45,0.0025645
42083,253.93,0.0025393
42084,253.93,0.0025393
42085,253.93,0.0025393
42086,253.93,0.0025393
42087,247.94,0.0024794
42088,246.48,0.0024648
42089,247.96,0.0024796
42090,248.52,0.0024852
42091,248.52,0.0024852
42092,248.52,0.0024852
42093,250.37,0.0025037
42094,252.59,0.0025259
42095,245.91,0.0024591
42096,245.91,0.0024591
42097,245.91,0.0024591
42098,245.91,0.0024591
42099,245.91,0.0024591
42100,245.19,0.0024519
42101,249.34,0.0024934
42102,251.44,0.0025144
42103,251.83,0.0025183
42104,258.92,0.0025892
42105,258.92,0.0025892
42106,258.92,0.0025892
42107,266.4,0.002664
42108,276.08,0.0027608
42109,280.11,0.0028011
42110,275.58,0.0027558
42111,275.68,0.0027568
42112,275.68,0.0027568
42113,275.68,0.0027568
42114,274.84,0.0027484
42115,270,0.0027
42116,272.08,0.0027208
42117,275.68,0.0027568
42118,277.85,0.0027785
42119,277.85,0.0027785
42120,277.85,0.0027785
42121,282.22,0.0028222
42122,285.57,0.0028557
42123,288.16,0.0028816
42124,279.22,0.0027922
42125,279.22,0.0027922
42126,279.22,0.0027922
42127,279.22,0.0027922
42128,287.27,0.0028727
42129,278.44,0.0027844
42130,275.56,0.0027556
42131,285.86,0.0028586
42132,288.14,0.0028814
42133,288.14,0.0028814
42134,288.14,0.0028814
42135,287.36,0.0028736
42136,288.05,0.0028805
42137,300.72,0.0030072
42138,305.85,0.0030585
42139,317.12,0.0031712
42140,317.12,0.0031712
42141,317.12,0.0031712
42142,317.12,0.0031712
42143,337.53,0.0033753
42144,350.4,0.003504
42145,402,0.00402
42146,423.39,0.0042339
42147,422.54,0.0042254
42148,422.54,0.0042254
42149,397.06,0.0039706
42150,343.12,0.0034312
42151,366.8,0.003668
42152,423.54,0.0042354
42153,402.35,0.0040235
42154,402.35,0.0040235
42155,402.35,0.0040235
42156,410.9,0.004109
42157,419.25,0.0041925
42158,422.24,0.0042224
42159,438,0.00438
42160,424.41,0.0042441
42161,424.41,0.0042441
42162,424.41,0.0042441
42163,418.26,0.0041826
42164,415.59,0.0041559
42165,414.18,0.0041418
42166,416.72,0.0041672
42167,416.27,0.0041627
42168,416.27,0.0041627
42169,416.27,0.0041627
42170,416.27,0.0041627
42171,428.31,0.0042831
42172,431.54,0.0043154
42173,441.43,0.0044143
42174,459.51,0.0045951
42175,459.51,0.0045951
42176,459.51,0.0045951
42177,465.17,0.0046517
42178,467.5,0.004675
42179,470.5,0.004705
42180,476.44,0.0047644
42181,481.86,0.0048186
42182,481.86,0.0048186
42183,481.86,0.0048186
42184,481.86,0.0048186
42185,484.41,0.0048441
42186,489.66,0.0048966
42187,489.15,0.0048915
42188,501.21,0.0050121
42189,501.21,0.0050121
42190,501.21,0.0050121
42191,523.39,0.0052339
42192,547.96,0.0054796
42193,569.04,0.0056904
42194,611.88,0.0061188
42195,611.25,0.0061125
42196,611.25,0.0061125
42197,611.25,0.0061125
42198,630.21,0.0063021
42199,629.15,0.0062915
42200,621.67,0.0062167
42201,624.79,0.0062479
42202,630.62,0.0063062
42203,630.62,0.0063062
42204,630.62,0.0063062
42205,630.62,0.0063062
42206,633.54,0.0063354
42207,646.11,0.0064611
42208,650.11,0.0065011
42209,683.26,0.0068326
42210,683.26,0.0068326
42211,683.26,0.0068326
42212,682.39,0.0068239
42213,682.61,0.0068261
42214,682.61,0.0068261
42215,677.85,0.0067785
42217,676.99,0.0067699
42218,676.99,0.0067699
42219,686.67,0.0068667
42220,687.53,0.0068753
42221,696.77,0.0069677
42222,691.49,0.0069149
42223,691.49,0.0069149
42224,691.49,0.0069149
42225,691.49,0.0069149
42226,681.7,0.006817
42227,688.94,0.0068894
42228,687.45,0.0068745
42229,686.74,0.0068674
42230,686.74,0.0068674
42231,686.74,0.0068674
42233,676.49,0.0067649
42234,681.03,0.0068103
42235,686.39,0.0068639
42236,676.88,0.0067688
42237,700.99,0.0070099
42238,703.51,0.0070351
42239,703.51,0.0070351
42240,727.63,0.0072763
42241,724.33,0.0072433
42242,726.94,0.0072694
42243,717.35,0.0071735
42244,696.12,0.0069612
42245,696.12,0.0069612
42246,696.12,0.0069612
42247,698.35,0.0069835
42248,698.54,0.0069854
42249,711.63,0.0071163
42250,706.73,0.0070673
42251,705.31,0.0070531
42252,705.31,0.0070531
42253,705.31,0.0070531
42254,705.31,0.0070531
42255,710.82,0.0071082
42256,703.29,0.0070329
42257,704.95,0.0070495
42258,706.5,0.007065
42259,704.3,0.007043
42260,704.3,0.007043
42261,700.3,0.007003
42262,708.6,0.007086
42263,709.25,0.0070925
42264,710.56,0.0071056
42265,718.92,0.0071892
42266,718.27,0.0071827
42267,718.27,0.0071827
42268,730.65,0.0073065
42269,746.3,0.007463
42270,754.57,0.0075457
42271,763.26,0.0076326
42272,784.09,0.0078409
42273,784.09,0.0078409
42274,784.09,0.0078409
42275,797.24,0.0079724
42276,822.59,0.0082259
42277,823.1,0.008231
42278,826.27,0.0082627
42279,829.02,0.0082902
42280,829.02,0.0082902
42281,829.02,0.0082902
42282,792.14,0.0079214
42283,767.76,0.0076776
42284,735.91,0.0073591
42285,718.44,0.0071844
42286,718.65,0.0071865
42287,718.65,0.0071865
42288,718.65,0.0071865
42289,718.65,0.0071865
42290,720.1,0.007201
42291,728.89,0.0072889
42292,723.78,0.0072378
42293,791.55,0.0079155
42294,791.55,0.0079155
42295,791.55,0.0079155
42296,780.56,0.0078056
42297,788.73,0.0078873
42298,808.7,0.008087
42299,826.47,0.0082647
42300,820.6,0.008206
42301,820.6,0.008206
42302,820.6,0.008206
42303,820.59,0.0082059
42304,820.59,0.0082059
42305,817.65,0.0081765
42306,794.29,0.0079429
42307,785.92,0.0078592
42308,785.92,0.0078592
42309,785.92,0.0078592
42310,785.92,0.0078592
42311,794.29,0.0079429
42312,805.8,0.008058
42313,814.71,0.0081471
42314,826.87,0.0082687
42315,826.87,0.0082687
42316,826.87,0.0082687
42317,842.42,0.0084242
42318,845.45,0.0084545
42319,848.48,0.0084848
42320,848.48,0.0084848
42321,857.58,0.0085758
42322,857.58,0.0085758
42323,857.58,0.0085758
42324,857.58,0.0085758
42325,857.58,0.0085758
42327,873.85,0.0087385
42328,876.92,0.0087692
42329,876.92,0.0087692
42330,876.92,0.0087692
42331,873.85,0.0087385
42332,887.5,0.008875
42333,887.5,0.008875
42334,890.62,0.0089062
42335,890.62,0.0089062
42336,890.62,0.0089062
42337,890.62,0.0089062
42338,893.75,0.0089375
42339,911.11,0.0091111
42340,920.63,0.0092063
42341,920.63,0.0092063
42342,920.63,0.0092063
42343,920.63,0.0092063
42344,920.63,0.0092063
42345,906.25,0.0090625
42346,909.38,0.0090938
42347,886.36,0.0088636
42348,857.14,0.0085714
42349,857.14,0.0085714
42350,857.14,0.0085714
42351,857.14,0.0085714
42352,860,0.0086
42353,878.26,0.0087826
42354,878.26,0.0087826
42355,865.71,0.0086571
42356,865.71,0.0086571
42357,865.71,0.0086571
42358,865.71,0.0086571
42359,841.67,0.0084167
42360,841.67,0.0084167
42361,841.67,0.0084167
42362,841.67,0.0084167
42363,841.67,0.0084167
42364,841.67,0.0084167
42365,841.67,0.0084167
42366,836.11,0.0083611
42367,833.33,0.0083333
42368,833.33,0.0083333
42369,833.33,0.0083333
42370,833.33,0.0083333
42371,833.33,0.0083333
42372,833.33,0.0083333
42373,845.07,0.0084507
42374,845.07,0.0084507
42375,838.89,0.0083889
42376,838.89,0.0083889
42377,838.89,0.0083889
42378,838.89,0.0083889
42379,838.89,0.0083889
42380,838.89,0.0083889
42381,859.15,0.0085915
42382,865.71,0.0086571
42383,865.71,0.0086571
42384,865.71,0.0086571
42385,865.71,0.0086571
42386,865.71,0.0086571
42387,878.26,0.0087826
42388,897.06,0.0089706
42389,913.43,0.0091343
42390,927.27,0.0092727
42391,941.54,0.0094154
42392,941.54,0.0094154
42393,941.54,0.0094154
42394,959.38,0.0095938
42395,965.62,0.0096562
42396,965.62,0.0096562
42397,968.75,0.0096875
42398,984.13,0.0098413
42399,984.13,0.0098413
42400,984.13,0.0098413
42401,984.13,0.0098413
42402,996.77,0.0099677
42403,1003.23,0.0100323
42404,1016.39,0.0101639
42405,1016.39,0.0101639
42406,1016.39,0.0101639
42407,1016.39,0.0101639
42408,1016.39,0.0101639
42409,1016.39,0.0101639
42410,1026.23,0.0102623
42411,1026.23,0.0102623
42412,1026.23,0.0102623
42413,1026.23,0.0102623
42414,1026.23,0.0102623
42415,1029.03,0.0102903
42416,1029.03,0.0102903
42417,1045.9,0.010459
42418,1045.9,0.010459
42419,1045.9,0.010459
42420,1045.9,0.010459
42421,1045.9,0.010459
42422,1060,0.0106
42423,1060,0.0106
42424,1071.19,0.0107119
42425,1089.66,0.0108966
42426,1089.66,0.0108966
42427,1089.66,0.0108966
42428,1089.66,0.0108966
42429,1089.66,0.0108966
42430,1093.1,0.010931
42431,1093.1,0.010931
42432,1093.1,0.010931
42433,1105.26,0.0110526
42434,1105.26,0.0110526
42435,1105.26,0.0110526
42436,1125,0.01125
42437,1145.45,0.0114545
42438,1184.91,0.0118491
42439,1211.54,0.0121154
42440,1211.54,0.0121154
42441,1211.54,0.0121154
42442,1211.54,0.0121154
42443,1211.54,0.0121154
42444,1211.54,0.0121154
42445,1211.54,0.0121154
42446,1211.54,0.0121154
42447,1211.54,0.0121154
42448,1211.54,0.0121154
42449,1211.54,0.0121154
42450,1211.54,0.0121154
42451,1211.54,0.0121154
42452,1171.15,0.0117115
42453,1171.15,0.0117115
42454,1171.15,0.0117115
42455,1171.15,0.0117115
42456,1171.15,0.0117115
42457,1171.15,0.0117115
42458,1171.15,0.0117115
42459,1150,0.0115
42460,1172.55,0.0117255
42461,1172.55,0.0117255
42462,1172.55,0.0117255
42463,1172.55,0.0117255
42464,1125.49,0.0112549
42465,1164.71,0.0116471
42466,1142.31,0.0114231
42467,1142.31,0.0114231
42468,1142.31,0.0114231
42469,1142.31,0.0114231
42470,1142.31,0.0114231
42471,1142.31,0.0114231
42472,1138.46,0.0113846
42473,1138.46,0.0113846
42474,1134.62,0.0113462
42475,1134.62,0.0113462
42476,1134.62,0.0113462
42477,1134.62,0.0113462
42478,1136.54,0.0113654
42479,1136.54,0.0113654
42480,1111.54,0.0111154
42481,1111.54,0.0111154
42482,1111.54,0.0111154
42483,1115.38,0.0111538
42484,1115.38,0.0111538
42485,1126.92,0.0112692
42486,1126.92,0.0112692
42487,1126.92,0.0112692
42488,1115.38,0.0111538
42489,1115.38,0.0111538
42490,1115.38,0.0111538
42491,1115.38,0.0111538
42492,1115.38,0.0111538
42493,1096.15,0.0109615
42494,1096.15,0.0109615
42495,1096.15,0.0109615
42496,1109.62,0.0110962
42497,1109.62,0.0110962
42498,1109.62,0.0110962
42499,1109.62,0.0110962
42500,1113.46,0.0111346
42501,1090.57,0.0109057
42502,1090.57,0.0109057
42503,1096.15,0.0109615
42504,1096.15,0.0109615
42505,1096.15,0.0109615
42506,1096.15,0.0109615
42507,1075.47,0.0107547
42508,1075.47,0.0107547
42509,1098.11,0.0109811
42510,1050.91,0.0105091
42511,1050.91,0.0105091
42512,1050.91,0.0105091
42513,1050.91,0.0105091
42514,1032.69,0.0103269
42515,1032.69,0.0103269
42516,1014.04,0.0101404
42517,999.87,0.0099987
42518,999.87,0.0099987
42519,999.87,0.0099987
42520,999.87,0.0099987
42521,1017.54,0.0101754
42522,996.55,0.0099655
42523,996.55,0.0099655
42524,996.55,0.0099655
42527,996.55,0.0099655
42528,998.28,0.0099828
42530,996.55,0.0099655
42532,1055.56,0.0105556
42535,1055.56,0.0105556
42536,1055.56,0.0105556
42537,1094.34,0.0109434
42538,1094.34,0.0109434
